Tên Mão	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Ngũ hành	Độ bền	(Ngoại, nội) phòng	Thuộc tính hỗ trợ 1	Trị số Thuộc tính hỗ trợ 1	Thuộc tính hỗ trợ 2	Trị số Thuộc tính hỗ trợ 2	Số trang bị	Đắng cấp yêu cầu	Giới tính yêu cầu	Thể hình yêu cầu	Môn phái yêu cầu	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	ì°±áễÚẫớẫẽàÄấ±ºũÊơấạểÃàÄẽễấắÀàéÍÃỷìệ	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Có/không thể giao dịch(0 được,1 không được,2 chỉ có thể bán ở tiệm,3 chỉ có thể bán)	Có/không thể vứt (0 được; 1 không được)	Lưu phái	Có/Không thể sửa (0Có/1Không)	Dự Lưu	Tiêu chí phát triển	Biên hiệu phát triển	Biên hiệu mở khóa	Biên hiệu kinh nghiệm
Thiếu Hiệp Cân	0	108	1	10	0	0	10							1	1	1		\image\item\cap\man1_cap_001a1.spr	\image\item\cap\man1_cap_001a0.spr	Loại khăn quấn thông thường, rất dễ mua	±ờìẳÄéÍã²¿001	Đã khóa		1	2	1		0					
Phong Vũ Cân	0	108	2	10	0	0	10							1	1	1		\image\item\cap\man1_cap_002a1.spr	\image\item\cap\man1_cap_002a0.spr	Anh hùng hiệp khách thường sử dụng. Quý phái lạ thường	±ờìẳÄéÍã²¿002	Đã khóa		1	2	1		0					
Anh Hùng Cân	0	108	3	10	0	0	10							1	1	1		\image\item\cap\man1_cap_003a1.spr	\image\item\cap\man1_cap_003a0.spr	Người mang vào như được trợ thêm khí phách	±ờìẳÄéÍã²¿003	Đã khóa		1	2	1		0					
Cẩm Bố cân	0	108	4	10	0	0	10							1	1	1		\image\item\cap\man1_cap_004a1.spr	\image\item\cap\man1_cap_004a0.spr	Dùng để búi tóc, rũ ra phía sau rất đẹp	±ờìẳÄéÍã²¿012	Đã khóa		1	2	1		0					
Mãn Nguyệt Lạp	0	108	5	10	0	0	10							1	1	1		\image\item\cap\man1_cap_005a1.spr	\image\item\cap\man1_cap_005a0.spr	Dùng để đi trong gió tuyết	±ờìẳÄéÍã²¿004	Đã khóa		1	2	1		0					
Kim Phong Quán	0	108	6	10	0	0	10							1	1	1		\image\item\cap\man1_cap_006a1.spr	\image\item\cap\man1_cap_006a0.spr	Thuần ngân chế thành. Khảm nhiều Bảo Thạch cực quý.	±ờìẳÄéÍã²¿008	Đã khóa		1	2	1		0					
Mông Diện Cân	0	108	7	10	0	0	10							1	1	1		\image\item\cap\man1_cap_007a1.spr	\image\item\cap\man1_cap_007a0.spr	Che nửa khuôn mặt! Các hiệp khách thường dùng khi hành hiệp	±ờìẳÄéÍã²¿015	Đã khóa		1	2	1		0					
Hoa Dương cân	0	108	8	10	0	0	10							1	1	1		\image\item\cap\man1_cap_008a1.spr	\image\item\cap\man1_cap_008a0.spr	Làm từ tơ băng tàm ngàn năm, bền chắc vô song	±ờìẳÄéÍã²¿010	Đã khóa		1	2	1		0					
Thiết Tuyến Lạp	0	108	9	10	0	0	10							1	1	1		\image\item\cap\man1_cap_009a1.spr	\image\item\cap\man1_cap_009a0.spr	Chế từ tinh thiết. Chống được cung tên rất hiệu quả	±ờìẳÄéÍã²¿005	Đã khóa		1	2	1		0					
Dật ẩn Quán	0	108	10	10	0	0	10							1	1	1		\image\item\cap\man1_cap_010a1.spr	\image\item\cap\man1_cap_010a0.spr	Mùi hương xua đuổi tất cả các loại độc trùng	±ờìẳÄéÍã²¿007	Đã khóa		1	2	1		0					
Hồng Lăng Cân	0	108	11	10	0	0	10							1	1	1		\image\item\cap\man1_cap_011a1.spr	\image\item\cap\man1_cap_011a0.spr	Mùi thơm của khăn làm mất tác dụng của các loại mê hương dược.	±ờìẳÄéÍã²¿016	Đã khóa		1	2	1		0					
Hàng Vân Thúc đái	0	108	12	10	0	0	10							1	1	1		\image\item\cap\man1_cap_012a1.spr	\image\item\cap\man1_cap_012a0.spr	Dùng để búi tóc trước khi chiến đấu	±ờìẳÄéÍã²¿013	Đã khóa		1	2	1		0					
Thanh Sa Nhãn Tráo	0	108	13	10	0	0	10							1	1	1		\image\item\cap\man1_cap_013a1.spr	\image\item\cap\man1_cap_013a0.spr	Bảo vệ cho mắt. Thích hợp chiến đấu	±ờìẳÄéÍã²¿017	Đã khóa		1	2	1		0					
Xích Tinh Nhãn Tráo	0	108	14	10	0	0	10							1	1	1		\image\item\cap\man1_cap_014a1.spr	\image\item\cap\man1_cap_014a0.spr	Nhẹ như cánh chuồn chuồn. Màu đỏ khiến đối phương hoảng sợ	±ờìẳÄéÍã²¿011	Đã khóa		1	2	1		0					
Phi Vân Lạp	0	108	15	10	0	0	10							1	1	1		\image\item\cap\man1_cap_015a1.spr	\image\item\cap\man1_cap_015a0.spr	Kết bằng tinh thiết. Phòng ngự cực tốt	±ờìẳÄéÍã²¿006	Đã khóa		1	2	1		0					
Tuyệt Bảo Quán	0	108	16	10	0	0	10							1	1	1		\image\item\cap\man1_cap_016a1.spr	\image\item\cap\man1_cap_016a0.spr	Khảm nhiều Bảo Thạch quý hiếm. Giúp cơ thể phục hồi sinh khí	±ờìẳÄéÍã²¿014	Đã khóa		1	2	1		0					
Sơn Quỷ Diện	0	108	17	10	0	0	10							1	1	1		\image\item\cap\man1_cap_017a1.spr	\image\item\cap\man1_cap_017a0.spr	Mềm dẻo nhưng chắc chắn. Thích hợp chiến đấu	±ờìẳÄéÍã²¿018	Đã khóa		1	2	1		0					
Mật Thần quán	0	108	18	10	0	0	10							1	1	1		\image\item\cap\man1_cap_018a1.spr	\image\item\cap\man1_cap_018a0.spr	Đội vào có thể linh cảm được điều hiểm nguy sắp xảy ra	±ờìẳÄéÍã²¿009	Đã khóa		1	2	1		0					
Hiệp Thiếu bố cân	0	108	19	10	0	0	10							1	1	2		\image\item\cap\man2_cap_001a1.spr	\image\item\cap\man2_cap_001a0.spr	Dùng để búi tóc khi luyện vông	¿ýẻàÄéÍã²¿004	Đã khóa		1	2	1		0					
Hắc Cẩm bố cân	0	108	20	10	0	0	10							1	1	2		\image\item\cap\man2_cap_006a1.spr	\image\item\cap\man2_cap_006a0.spr	Các hiệp khách thường mang khi hành hiệp đêm tối	¿ýẻàÄéÍã²¿001	Đã khóa		1	2	1		0					
Ngưu Bì đầu cân	0	108	21	10	0	0	10							1	1	2		\image\item\cap\man2_cap_003a1.spr	\image\item\cap\man2_cap_003a0.spr	Vừa đẹp vừa duyên dáng. Các văn nhân rất thích đeo	¿ýẻàÄéÍã²¿002	Đã khóa		1	2	1		0					
Kim Điều cân	0	108	22	10	0	0	10							1	1	2		\image\item\cap\man2_cap_004a1.spr	\image\item\cap\man2_cap_004a0.spr	Dùng để búi tóc, rũ ra phía sau rất đẹp	¿ýẻàÄéÍã²¿013	Đã khóa		1	2	1		0					
Vũ Thắng Sa Mão	0	108	23	10	0	0	10							1	1	2		\image\item\cap\man2_cap_005a1.spr	\image\item\cap\man2_cap_005a0.spr	Các võ sư thường mang, phòng ngự rất tốt	¿ýẻàÄéÍã²¿010	Đã khóa		1	2	1		0					
Hoàng Trù Thúc cân	0	108	24	10	0	0	10							1	1	2		\image\item\cap\man2_cap_002a1.spr	\image\item\cap\man2_cap_002a0.spr	Vừa đẹp vừa có thể bảo vệ phần đầu	¿ýẻàÄéÍã²¿014	Đã khóa		1	2	1		0					
Thần Mộc cân	0	108	25	10	0	0	10							1	1	2		\image\item\cap\man2_cap_007a1.spr	\image\item\cap\man2_cap_007a0.spr	Kết từ vỏ cây cổ thụ. Phòng ngự cực tốt	¿ýẻàÄéÍã²¿011	Đã khóa		1	2	1		0					
Nhược Thủy Lạp	0	108	26	10	0	0	10							1	1	2		\image\item\cap\man2_cap_008a1.spr	\image\item\cap\man2_cap_008a0.spr	Gọn nhẹ nhưng chắc chắn.	¿ýẻàÄéÍã²¿003	Đã khóa		1	2	1		0					
Chu Tước Thúc cân	0	108	27	10	0	0	10							1	1	2		\image\item\cap\man2_cap_009a1.spr	\image\item\cap\man2_cap_009a0.spr	Các văn nhân thường đeo, rất sang trọng quý phái	¿ýẻàÄéÍã²¿015	Đã khóa		1	2	1		0					
Hải Thần kết	0	108	28	10	0	0	10							1	1	2		\image\item\cap\man2_cap_010a1.spr	\image\item\cap\man2_cap_010a0.spr	Giống hình đầu cá, phòng ngự cực tốt	¿ýẻàÄéÍã²¿008	Đã khóa		1	2	1		0					
Định Quốc Tử Cân	0	108	29	10	0	0	10							1	1	2		\image\item\cap\man2_cap_011a1.spr	\image\item\cap\man2_cap_011a0.spr	Hào khí xung thiên, tăng thêm sức mạnh chiến đấu	¿ýẻàÄéÍã²¿012	Đã khóa		1	2	1		0					
Mật Nhẫn Diện tráo	0	108	30	10	0	0	10							1	1	2		\image\item\cap\man2_cap_012a1.spr	\image\item\cap\man2_cap_012a0.spr	Các thích khách Huyền Nhẫn giáo vùng Liêu Đông thường mang	¿ýẻàÄéÍã²¿018	Đã khóa		1	2	1		0					
Thần Sách Kim Khôi	0	108	31	10	0	0	10							1	1	2		\image\item\cap\man2_cap_013a1.spr	\image\item\cap\man2_cap_013a0.spr	Cấm vệ quân Đường triều thường đội. Tượng trưng cho sức mạnh vương quyền	¿ýẻàÄéÍã²¿005	Đã khóa		1	2	1		0					
Ngũ Lôi kết	0	108	32	10	0	0	10							1	1	2		\image\item\cap\man2_cap_014a1.spr	\image\item\cap\man2_cap_014a0.spr	Rũ ra sau giống như tia sét, rất oai phong	¿ýẻàÄéÍã²¿017	Đã khóa		1	2	1		0					
Tinh Cang Chiến Khôi	0	108	33	10	0	0	10							1	1	2		\image\item\cap\man2_cap_015a1.spr	\image\item\cap\man2_cap_015a0.spr	Tinh thép đúc thành, đao thương bất nhập	¿ýẻàÄéÍã²¿006	Đã khóa		1	2	1		0					
Thánh Long kết	0	108	34	10	0	0	10							1	1	2		\image\item\cap\man2_cap_016a1.spr	\image\item\cap\man2_cap_016a0.spr	Giúp người đeo linh cảm được hiểm nguy sắp xảy ra	¿ýẻàÄéÍã²¿009	Đã khóa		1	2	1		0					
Chung Quỳ diện	0	108	35	10	0	0	10							1	1	2		\image\item\cap\man2_cap_017a1.spr	\image\item\cap\man2_cap_017a0.spr	Đeo vào khiến quỷ thần cũng phải kinh sợ	¿ýẻàÄéÍã²¿007	Đã khóa		1	2	1		0					
Dị Thần Khôi	0	108	36	10	0	0	10							1	1	2		\image\item\cap\man2_cap_018a1.spr	\image\item\cap\man2_cap_018a0.spr	Mang vào sẽ tăng thêm linh lực, có thể kêu gọi quỷ thần	¿ýẻàÄéÍã²¿016	Đã khóa		1	2	1		0					
Đào Mộc Trâm	0	108	37	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_001a1.spr	\image\item\cap\fm1_cap_001a0.spr	Làm từ đào mộc, mang vào sẽ khiến tâm tính hiền hòa	éễáéÅđÍã²¿033	Đã khóa		1	2	1		0					
Thái Mộc Trâm	0	108	38	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_002a1.spr	\image\item\cap\fm1_cap_002a0.spr	Mùi hương có thể xua đuổi các loại độc trùng	éễáéÅđÍã²¿019	Đã khóa		1	2	1		0					
Phòng Phong Lạp	0	108	39	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_003a1.spr	\image\item\cap\fm1_cap_003a0.spr	Dùng để bảo vệ mắt, có thể đi trong gió cát	éễáéÅđÍã²¿021	Đã khóa		1	2	1		0					
Tị Thủy Lạp	0	108	40	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_004a1.spr	\image\item\cap\fm1_cap_004a0.spr	Loại vải không thấm nước, có thể đi trong mưa gió	éễáéÅđÍã²¿022	Đã khóa		1	2	1		0					
Thanh Đồng kết	0	108	41	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_005a1.spr	\image\item\cap\fm1_cap_005a0.spr	Hình dáng rất cổ xưa, làm từ đồng thau	éễáéÅđÍã²¿029	Đã khóa		1	2	1		0					
San Hô trâm	0	108	42	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_006a1.spr	\image\item\cap\fm1_cap_006a0.spr	Làm từ san hô ngàn năm, nghìn vàng khó mua	éễáéÅđÍã²¿034	Đã khóa		1	2	1		0					
Bàn Thạch kết	0	108	43	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_007a1.spr	\image\item\cap\fm1_cap_007a0.spr	Làm từ hỏa thạch, có thể trừ hàn giải độc	éễáéÅđÍã²¿027	Đã khóa		1	2	1		0					
Khổng Tước Trâm	0	108	44	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_008a1.spr	\image\item\cap\fm1_cap_008a0.spr	Kỳ trân dị bảo. Có thể phòng và giải độc dược	éễáéÅđÍã²¿020	Đã khóa		1	2	1		0					
Chu Tước Phát Kết	0	108	45	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_009a1.spr	\image\item\cap\fm1_cap_009a0.spr	Làm từ xương đại điêu, có thể đi xuyên lửa	éễáéÅđÍã²¿027	Đã khóa		1	2	1		0					
Đằng Xà trâm	0	108	46	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_010a1.spr	\image\item\cap\fm1_cap_010a0.spr	Làm từ xương mãng xà vương. Có thể khống chế dã thú	éễáéÅđÍã²¿025	Đã khóa		1	2	1		0					
Minh Điệp kết	0	108	47	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_011a1.spr	\image\item\cap\fm1_cap_011a0.spr	Mô phỏng theo hình 1 loại bướm kỳ dị vùng Miêu Lĩnh	éễáéÅđÍã²¿031	Đã khóa		1	2	1		0					
Kim Phụng Trâm	0	108	48	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_012a1.spr	\image\item\cap\fm1_cap_012a0.spr	Loại trâm chứa ẩn linh lực, có thể điều khiển được ác thú	éễáéÅđÍã²¿023	Đã khóa		1	2	1		0					
Địa Kiệt	0	108	49	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_013a1.spr	\image\item\cap\fm1_cap_013a0.spr	Loại mão chỉ dành cho các nữ tướng	éễáéÅđÍã²¿034	Đã khóa		1	2	1		0					
Đoạt hồn	0	108	50	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_014a1.spr	\image\item\cap\fm1_cap_014a0.spr	Tẩm chất kịch độc, các sát thủ ưa dùng	éễáéÅđÍã²¿024	Đã khóa		1	2	1		0					
Nhật Miện	0	108	51	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_015a1.spr	\image\item\cap\fm1_cap_015a0.spr	Một trong những bảo vật do nữ vương Oa quốc tiến cống cho Đường triều	éễáéÅđÍã²¿032	Đã khóa		1	2	1		0					
Thần Ô	0	108	52	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_016a1.spr	\image\item\cap\fm1_cap_016a0.spr	Khắc tinh của các loại độc dược	éễáéÅđÍã²¿030	Đã khóa		1	2	1		0					
Tu La	0	108	53	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_017a1.spr	\image\item\cap\fm1_cap_017a0.spr	Có thể dùng để chiêu gọi yêu hồn	éễáéÅđÍã²¿036	Đã khóa		1	2	1		0					
Chu Tước	0	108	54	10	0	0	10							1	2	3		\image\item\cap\fm1_cap_018a1.spr	\image\item\cap\fm1_cap_018a0.spr	Có thể khiến mưa gió sấm sét phải dừng lại	éễáéÅđÍã²¿026	Đã khóa		1	2	1		0					
Đào Mộc thoa	0	108	55	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_001a1.spr	\image\item\cap\fm2_cap_001a0.spr	Loại trâm dùng để thử các loại độc dược	ẵ¿éĂÅđÍã²¿003	Đã khóa		1	2	1		0					
Thái Văn Mộc trâm	0	108	56	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_002a1.spr	\image\item\cap\fm2_cap_002a0.spr	Vừa đẹp vừa có thể khử độc	ẵ¿éĂÅđÍã²¿005	Đã khóa		1	2	1		0					
Trầm Mộc Thúc trâm	0	108	57	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_003a1.spr	\image\item\cap\fm2_cap_003a0.spr	Làm từ trầm hương. Xa trăm bước vẫn nghe được mùi hương	ẵ¿éĂÅđÍã²¿008	Đã khóa		1	2	1		0					
Ngân Linh Trâm	0	108	58	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_004a1.spr	\image\item\cap\fm2_cap_004a0.spr	Thuần ngân tạo thành. Khi gặp gió sẽ phát ra tiếng nhạc du dương	ẵ¿éĂÅđÍã²¿004	Đã khóa		1	2	1		0					
Quỷ Diện Thúc cân	0	108	59	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_005a1.spr	\image\item\cap\fm2_cap_005a0.spr	Hình dáng như mặt quỷ khiến người nhát gan phải tránh xa	ẵ¿éĂÅđÍã²¿011	Đã khóa		1	2	1		0					
Thanh Lam cân	0	108	60	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_006a1.spr	\image\item\cap\fm2_cap_006a0.spr	Kết từ tơ Thiên tàm, nghìn vàng khó mua	ẵ¿éĂÅđÍã²¿001	Đã khóa		1	2	1		0					
Lam Điệp Thúc cân	0	108	61	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_007a1.spr	\image\item\cap\fm2_cap_007a0.spr	Hình như cánh bướm. Giải độc cực kỳ hữu hiệu	ẵ¿éĂÅđÍã²¿010	Đã khóa		1	2	1		0					
Bạch Hồng Trâm	0	108	62	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_008a1.spr	\image\item\cap\fm2_cap_008a0.spr	Đúc từ tinh thiết. Lúc nguy cấp có thể phát ra hào quang che mắt đối phương	ẵ¿éĂÅđÍã²¿002	Đã khóa		1	2	1		0					
Thiên Cơ Thúc trâm	0	108	63	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_009a1.spr	\image\item\cap\fm2_cap_009a0.spr	Thiếu nữ Miêu tộc vùng Lĩnh Nam thường gắn trên đầu. Có thể giải độc.	ẵ¿éĂÅđÍã²¿007	Đã khóa		1	2	1		0					
Thiên La Thoa	0	108	64	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_010a1.spr	\image\item\cap\fm2_cap_010a0.spr	Các thiếu nữ Liêu bang thường mang. Chế từ băng tinh ngàn năm!	ẵ¿éĂÅđÍã²¿016	Đã khóa		1	2	1		0					
Thiên Phong Thúc trâm	0	108	65	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_011a1.spr	\image\item\cap\fm2_cap_011a0.spr	Các thiếu nữ Liêu bang thường mang, trong thường chứa độc dược.	ẵ¿éĂÅđÍã²¿012	Đã khóa		1	2	1		0					
Vân Mộng Thoa	0	108	66	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_012a1.spr	\image\item\cap\fm2_cap_012a0.spr	Tín vật của chưởng môn Thúy yên bị thất lạc	ẵ¿éĂÅđÍã²¿006	Đã khóa		1	2	1		0					
Phi Điểu	0	108	67	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_013a1.spr	\image\item\cap\fm2_cap_013a0.spr	Bảo vật mang về từ phương Tây! Quý giá vô song	ẵ¿éĂÅđÍã²¿013	Đã khóa		1	2	1		0					
Hồng Cốc	0	108	68	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_014a1.spr	\image\item\cap\fm2_cap_014a0.spr	Làm từ san hô, trị được bách độc	ẵ¿éĂÅđÍã²¿015	Đã khóa		1	2	1		0					
Bảo Tượng	0	108	69	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_015a1.spr	\image\item\cap\fm2_cap_015a0.spr	Bảo vật do nước Đại Thực cống cho Đường triều	ẵ¿éĂÅđÍã²¿009	Đã khóa		1	2	1		0					
Phong Lôi	0	108	70	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_016a1.spr	\image\item\cap\fm2_cap_016a0.spr	Có thể gọi sấm sét trừ tà ma	ẵ¿éĂÅđÍã²¿017	Đã khóa		1	2	1		0					
Vu Hàm	0	108	71	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_017a1.spr	\image\item\cap\fm2_cap_017a0.spr	Chứa nhiều linh lực. Khử được nhiều loại độc được	ẵ¿éĂÅđÍã²¿014	Đã khóa		1	2	1		0					
Trường sinh	0	108	72	10	0	0	10							1	2	4		\image\item\cap\fm2_cap_018a1.spr	\image\item\cap\fm2_cap_018a0.spr	Người mang vào như trẻ lại hơn 10 tuổi	ẵ¿éĂÅđÍã²¿018	Đã khóa		1	2	1		0					
Thần định quán	0	108	73	10	0	0	180						1	10	1	1		\image\item\cap\m2_mpcap_001a1.spr	\image\item\cap\m2_mpcap_001a0.spr	Trang phục của đệ tử tiêu chuẩn Thiếu Lâm.	±ờìẳÄéÃÅÅẫÍã²¿01	Ngoại trang		1	0	1		0					
Thanh phong quán	0	108	74	10	0	0	180						2	10	1	1		\image\item\cap\m2_mpcap_003a1.spr	\image\item\cap\m2_mpcap_003a0.spr	Trang phục của đệ tử tiêu chuẩn Võ Đang.	±ờìẳÄéÃÅÅẫÍã²¿02	Ngoại trang		1	0	1		0					
Kỳ huyết đai	0	108	75	10	0	0	180						4	10	1	1		\image\item\cap\m2_mpcap_005a1.spr	\image\item\cap\m2_mpcap_005a0.spr	Trang phục của đệ tử tiêu chuẩn Cái Bang.	±ờìẳÄéÃÅÅẫÍã²¿03	Ngoại trang		1	0	1		0					
Bách hộ diện	0	108	76	10	0	0	180						5	10	1	1		\image\item\cap\m2_mpcap_007a1.spr	\image\item\cap\m2_mpcap_007a0.spr	Trang phục của đệ tử tiêu chuẩn Đường Môn.	±ờìẳÄéÃÅÅẫÍã²¿04	Ngoại trang		1	0	1		0					
Dũng Sĩ quán	0	108	105	10	0	0	180						6	10	1	1		\image\item\cap\m2_mpcap_009a1.spr	\image\item\cap\m2_mpcap_009a0.spr	Trang phục của đệ tử tiêu chuẩn Dương Môn.	±ờìẳÄéÃÅÅẫÍã²¿05	Ngoại trang		1	0	1		0					
Miêu Thanh quán	0	108	123	10	0	0	180						7	10	1	1		\image\item\cap\m1_mpcap_010a1.spr	\image\item\cap\m1_mpcap_010a0.spr	Nam trang của các thiếu niên Miêu tộc	±ờìẳÄéÃÅÅẫÍã²¿06	Ngoại trang		1	0	1		0					
Định Giới cô	0	108	77	10	0	0	180						1	10	1	2		\image\item\cap\m1_mpcap_001a1.spr	\image\item\cap\m1_mpcap_001a0.spr	Trang phục của đệ tử tiêu chuẩn Thiếu Lâm.	¿ýẻàÄéÃÅÅẫÍã²¿01	Ngoại trang		1	0	1		0					
Minh Nguyệt cân	0	108	78	10	0	0	180						2	10	1	2		\image\item\cap\m1_mpcap_003a1.spr	\image\item\cap\m1_mpcap_003a0.spr	Trang phục của đệ tử tiêu chuẩn Võ Đang.	¿ýẻàÄéÃÅÅẫÍã²¿02	Ngoại trang		1	0	1		0					
Bách Nhẫn Lạp	0	108	79	10	0	0	180						4	10	1	2		\image\item\cap\m1_mpcap_005a1.spr	\image\item\cap\m1_mpcap_005a0.spr	Trang phục của đệ tử tiêu chuẩn Cái Bang.	¿ýẻàÄéÃÅÅẫÍã²¿03	Ngoại trang		1	0	1		0					
Thiên Nguyệt Diện	0	108	80	10	0	0	180						5	10	1	2		\image\item\cap\m1_mpcap_007a1.spr	\image\item\cap\m1_mpcap_007a0.spr	Trang phục của đệ tử tiêu chuẩn Đường Môn.	¿ýẻàÄéÃÅÅẫÍã²¿04	Ngoại trang		1	0	1		0					
Chiến sĩ quán	0	108	106	10	0	0	180						6	10	1	2		\image\item\cap\m1_mpcap_009a1.spr	\image\item\cap\m1_mpcap_009a0.spr	Trang phục của đệ tử tiêu chuẩn Dương Môn.	¿ýẻàÄéÃÅÅẫÍã²¿05	Ngoại trang		1	0	1		0					
Miêu tộc quán	0	108	124	10	0	0	180						7	10	1	2		\image\item\cap\m2_mpcap_010a1.spr	\image\item\cap\m2_mpcap_010a0.spr	Nam trang của các thiếu niên Miêu tộc	¿ýẻàÄéÃÅÅẫÍã²¿06	Ngoại trang		1	0	1		0					
Thúc Kim hoàn	0	108	81	10	0	0	180						3	10	2	3		\image\item\cap\f1_mpcap_001a1.spr	\image\item\cap\f1_mpcap_001a0.spr	Trang phục của đệ tử tiêu chuẩn Nga My	éễáéÅđÃÅÅẫÍã²¿01	Ngoại trang		1	0	1		0					
Bạch Hồng quán	0	108	82	10	0	0	180						2	10	2	3		\image\item\cap\f2_mpcap_003a1.spr	\image\item\cap\f2_mpcap_003a0.spr	Trang phục của đệ tử tiêu chuẩn Võ Đang.	éễáéÅđÃÅÅẫÍã²¿02	Ngoại trang		1	0	1		0					
Hồng Lan cân	0	108	83	10	0	0	180						4	10	2	3		\image\item\cap\f2_mpcap_005a1.spr	\image\item\cap\f2_mpcap_005a0.spr	Trang phục của đệ tử tiêu chuẩn Cái Bang.	éễáéÅđÃÅÅẫÍã²¿03	Ngoại trang		1	0	1		0					
Phi Hồng cân	0	108	84	10	0	0	180						5	10	2	3		\image\item\cap\f2_mpcap_007a1.spr	\image\item\cap\f2_mpcap_007a0.spr	Trang phục của đệ tử tiêu chuẩn Đường Môn.	éễáéÅđÃÅÅẫÍã²¿04	Ngoại trang		1	0	1		0					
Cân Quốc Phát Đái	0	108	107	10	0	0	180						6	10	2	3		\image\item\cap\f2_mpcap_009a1.spr	\image\item\cap\f2_mpcap_009a0.spr	Trang phục của đệ tử tiêu chuẩn Dương Môn.	éễáéÅđÃÅÅẫÍã²¿05	Ngoại trang		1	0	1		0					
Miêu Nữ cân	0	108	125	10	0	0	180						7	10	2	3		\image\item\cap\f1_mpcap_010a1.spr	\image\item\cap\f1_mpcap_010a0.spr	Phục trang thường thấy của các thiếu nữ Miêu Tộc	éễáéÅđÃÅÅẫÍã²¿06	Ngoại trang		1	0	1		0					
Thúc Hoàng lăng	0	108	85	10	0	0	180						3	10	2	4		\image\item\cap\f2_mpcap_001a1.spr	\image\item\cap\f2_mpcap_001a0.spr	Trang phục của đệ tử tiêu chuẩn Nga My	ẵ¿éĂÅđÃÅÅẫÍã²¿01	Ngoại trang		1	0	1		0					
Mộng Vân quán	0	108	86	10	0	0	180						2	10	2	4		\image\item\cap\f1_mpcap_003a1.spr	\image\item\cap\f1_mpcap_003a0.spr	Trang phục của đệ tử tiêu chuẩn Võ Đang.	ẵ¿éĂÅđÃÅÅẫÍã²¿02	Ngoại trang		1	0	1		0					
Bách Nạp đái	0	108	87	10	0	0	180						4	10	2	4		\image\item\cap\f1_mpcap_005a1.spr	\image\item\cap\f1_mpcap_005a0.spr	Trang phục của đệ tử tiêu chuẩn Cái Bang.	ẵ¿éĂÅđÃÅÅẫÍã²¿03	Ngoại trang		1	0	1		0					
Thể Vân cân	0	108	88	10	0	0	180						5	10	2	4		\image\item\cap\f1_mpcap_007a1.spr	\image\item\cap\f1_mpcap_007a0.spr	Trang phục của đệ tử tiêu chuẩn Đường Môn.	ẵ¿éĂÅđÃÅÅẫÍã²¿04	Ngoại trang		1	0	1		0					
