Tên	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Bí kiếp âm dương	Số thứ tự bí kiếp	Thêm công kích ngoại công chủ động:	Tầng thứ	Thêm công kích nội công chủ động:	Tầng thứ	Thêm công kích phụ trợ: 	Tầng thứ 	Thêm phòng ngự phụ trợ:	Tầng thứ	Số phụ lục mật tịch	Tầng thứ 	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	Khi sử dụng trang bị sẽ hiển thị tên loại hình	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Phẩm chất mật tịch kỹ năng	Có/không thể vứt (0 được; 1 không được)	Lưu phái	Lưu ( Chữ số)	Bối cảnh
Hỗn Nguyên Công	0	107	50041	1	10	0	50002;1426;1427	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50042	1	10	0	50002;1430;1431	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50043	1	10	0	50002;1428;1429	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50044	1	10	0	50002;1432;1433	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50045	1	10	0	50002;1434;1435	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50046	1	10	0	50002;1436;1437	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50047	1	10	0	50002;1438;1439	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50048	1	10	0	50002;1440;1441	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50049	1	10	0	50002;1442;1443	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50050	1	10	0	50002;1444;1445	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50051	1	10	0	50002;1446;1447	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50052	1	10	0	50002;1448;1449	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50053	1	10	0	50002;1450;1451	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50054	1	10	0	50002;1452;1453	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50055	1	10	0	50002;1454;1455	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50056	1	10	0	50002;1456;1457	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50057	1	10	0	50002;1458;1459	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50058	1	10	0	50002;1460;1461	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50059	1	10	0	50002;1462;1463	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Hỗn Nguyên Công	0	107	50060	1	10	0	50002;1464;1465	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\book_055a1.spr	\image\item\book\book_055a0.spr	Tuyệt thế thần công, ghi chép Hỗn Nguyên Công tâm pháp		Mật tịch		10	40	1			Hỗn Nguyên Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Hỗn Nguyên Công tâm pháp, nâng cao khả năng phục hồi và giải hiệu ứng!
Tử Hà Công	0	107	50061	1	10	0	50003;1426;1427	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50062	1	10	0	50003;1430;1431	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50063	1	10	0	50003;1428;1429	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50064	1	10	0	50003;1432;1433	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50065	1	10	0	50003;1434;1435	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50066	1	10	0	50003;1436;1437	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50067	1	10	0	50003;1438;1439	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50068	1	10	0	50003;1440;1441	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50069	1	10	0	50003;1442;1443	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50070	1	10	0	50003;1444;1445	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50071	1	10	0	50003;1446;1447	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50072	1	10	0	50003;1448;1449	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50073	1	10	0	50003;1450;1451	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50074	1	10	0	50003;1452;1453	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50075	1	10	0	50003;1454;1455	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50076	1	10	0	50003;1456;1457	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50077	1	10	0	50003;1458;1459	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50078	1	10	0	50003;1460;1461	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50079	1	10	0	50003;1462;1463	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Tử Hà Công	0	107	50080	1	10	0	50003;1464;1465	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ầĐể°ắứẫ±Ãĩắớa1.spr	\image\item\book\ầĐể°ắứẫ±Ãĩắớa0.spr	Tuyệt thế thần công, ghi chép Tử Hà Công tâm pháp		Mật tịch		10	40	1			Tử Hà Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Tử Hà Công tâm pháp, gia tăng khả năng tránh đòn và tăng sát thương!
Độc Thiềm Công	0	107	50081	1	10	0	50004;1426;1427	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50082	1	10	0	50004;1430;1431	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50083	1	10	0	50004;1428;1429	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50084	1	10	0	50004;1432;1433	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50085	1	10	0	50004;1434;1435	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50086	1	10	0	50004;1436;1437	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50087	1	10	0	50004;1438;1439	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50088	1	10	0	50004;1440;1441	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
Độc Thiềm Công	0	107	50089	1	10	0	50004;1442;1443	80;80	40;60	80;80	40;60	80;80	40;60	80;80	40;60	40	0	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa1.spr	\image\item\book\ÍũẵÊằ¯ểờÃĩắớa0.spr	Tuyệt thế thần công, ghi chép Độc Thiềm Công tâm pháp		Mật tịch		10	40	1			Độc Thiềm Công là chí bảo võ học chốn Võ Lâm, tu luyện theo hướng dẫn trên tâm pháp này sẽ luyện thành Độc Thiềm Công tâm pháp, tăng khả năng dùng độc thủ và khống chế đối phương!
