Tên	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Sếp chồng nhiều nhất	Hồi phục thuộc tính1	Trị số phục hồi thuộc tính mỗi nữa giây (1)	Hồi phục thuộc tính2	Trị số phục hồi thuộc tính mỗi nữa giây (2)	Hồi phục thuộc tính3	Trị số phục hồi thuộc tính mỗi nữa giây (3)	Hồi phục thuộc tính4	Trị số phục hồi thuộc tính mỗi nữa giây (4)	Thời gian duy trì hiệu lực (Số chẵn)	Lưu ( Chữ số)	Lưu ( Chữ số)	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	Lưu (chuỗi ký tự)	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Có/không thể giao dịch (0 được,1 không được,)	Có/không thể vứt (0 được; 1 không được)	Lưu 2	Lưu 3
Tẩy Tủy linh đơn	2	0	137	1	0	1												\image\item\usable\rich_002a1.spr	\image\item\usable\rich_002a0.spr	Các tiên nhân đặc biệt bào chế cho người muốn chuyển hướng luyện công<enter> <color=Gold>(Tùy ý phân phối lại điểm tiềm năng)		Dược phẩm	\script\item\item_billing\xisuilingdan.lua	1	0	1		
Bát Bảo Tẩy Tủy Tiên Đơn	2	0	138	1	0	1												\image\item\usable\rich_003a1.spr	\image\item\usable\rich_003a0.spr	Thần dược của Thái Thượng lão quân chế luyện<enter> <color=Gold>Tẩy lại tất cả điểm tiềm năng.		Dược phẩm	\script\item\item_billing\babaoxisuixiandan.lua	1	0	1		
Bảo rương Thần bí	2	0	139	1	0	999												\image\item\usable\rich_004a1.spr	\image\item\usable\rich_004a0.spr	Bảo rương thần bí bên trong ẩn chứa nhiều bí mật.		Nhiệm vụ	\script\item\shenmibaoxiang.lua	1	0	0		
Triệu Yêu phù	2	0	140	1	0	999												\image\item\usable\rich_005a1.spr	\image\item\usable\rich_005a0.spr	Phù chú bị yêu ma làm phép, không ai biết quái vật bên trong ra sao.		Nhiệm vụ	\script\item\zhaoyaofu.lua	1	0	0		
Tiêu Kiếp tán	2	0	141	1	0	999												\image\item\usable\rich_006a1.spr	\image\item\usable\rich_006a0.spr	Cách chế luyện chỉ được ghi chép trong các sách cổ, giúp rửa bớt nghiệp chướng<enter> <color=Gold>(Giảm 1 điểm PK).		Dược phẩm	\script\item\item_billing\xiaojiesan.lua	1	0	1		
Huyền Hoàng Bảo đơn	2	0	142	1	0	999												\image\item\other\éỵằặ±ƯàÔa1.spr	\image\item\other\éỵằặ±ƯàÔa0.spr	Được chế luyện từ Tiên Phong Lộ Thủy trên đỉnh Bồng Lai sơn, giúp xóa hết nghiệp chướng.<enter> <color=Gold>(Xóa tất cả điểm PK).		Dược phẩm	\script\item\item_billing\xuanhuangbaodan.lua	1	0	1		
Thần Hành phù	2	0	143	1	0	999												\image\item\usable\rich_008a1.spr	\image\item\usable\rich_008a0.spr	Tương truyền là phù chú trên giáp mã của Thần Hành Thái Bảo, sử dụng có thể đi xa trăm dặm trong 1 ngày.		Nhiệm vụ	\script\item\shenxingfu.lua	1	0	0		
Hành lý của Trương Bá Hán	2	0	144	1	0	1												\image\item\other\coll_038a1.spr	\image\item\other\coll_038a0.spr	Hành lý Trương Bá Hán hoảng vía đánh rơi ở Vũ Di sơn.		Nhiệm vụ		1	2	0		
Da Thương Viên	2	0	145	1	0	1												\image\item\other\orskin_010a1.spr	\image\item\other\orskin_010a0.spr	Da Thương Viên		Nhiệm vụ		1	2	0		
Lông Ngân hồ	2	0	146	1	0	1												\image\item\other\coll_001a1.spr	\image\item\other\coll_001a0.spr	Lông của Ngân hồ.		Nhiệm vụ		1	2	0		
Bình rỗng	2	0	147	1	0	1												\image\item\usable\heal_022a1.spr	\image\item\usable\heal_022a0.spr	Bình nhỏ của Lưu Huyền Thanh dùng luyện đơn		Nhiệm vụ	\script\task\world\lizhi_ẹùệí\task_kpz.lua	1	2	0		
Bùn ở Lưỡng Thủy động	2	0	148	1	0	1												\image\item\usable\heal_022a1.spr	\image\item\usable\heal_022a0.spr	Bình nhỏ chứa đầy đất ở Lưỡng Thủy động, khả năng có hồn phách bằng hữu của Lưu Huyền Thanh trong đó.		Nhiệm vụ		1	2	0		
Son Thiên Hương	2	0	149	1	0	1												\image\item\other\coll_059a1.spr	\image\item\other\coll_059a0.spr	Son có mùi hương có thể khiến câu hồn đoạt phách.		Nhiệm vụ		1	2	0		
Hỏa Kỳ Lân Huyết	2	0	150	1	100000	1												\image\item\other\fulife_005a1.spr	\image\item\other\fulife_005a0.spr	Máu của Hỏa Kỳ Lân		Nhiệm vụ		1	2	1		
Thảm	2	0	151	1	0	1												\image\item\other\baitan_001a1.spr	\image\item\other\baitan_001a0.spr	Các tiểu thương trãi ra bày vật phẩm lên để bán.		Chuyên dùng bày bán		1	0	1		
Xe hàng (tiểu)	2	0	152	1	0	1												\image\item\other\baitan_002a1.spr	\image\item\other\baitan_002a0.spr	Loại xe thô sơ các tiểu thương dùng để vận chuyển vật phẩm.		Chuyên dùng bày bán		1	0	1		
Thương xa	2	0	153	1	0	1												\image\item\other\baitan_003a1.spr	\image\item\other\baitan_003a0.spr	Loại xe chuyên chở vật phẩm của các thương nhân.		Chuyên dùng bày bán		1	0	1		
Xe hàng (đại)	2	0	154	1	0	1												\image\item\other\baitan_004a1.spr	\image\item\other\baitan_004a0.spr	Các thương nhân chuyên dùng để chở hàng.		Chuyên dùng bày bán		1	0	1		
Tủ lộ thiên	2	0	155	1	0	1												\image\item\other\baitan_005a1.spr	\image\item\other\baitan_005a0.spr	Tủ bày hàng của các đại thương gia! Có phép của quan phủ mới được bày bán.		Chuyên dùng bày bán		1	0	1		
Cẩu Khuyên	2	0	156	1	666	999												\image\item\other\quest_034a1.spr	\image\item\other\quest_034a0.spr	Loại vòng quấn quanh cổ chó, thường làm bằng sắt hoặc bằng bạc, có mắc thêm dây thừng để dắt cho đi.		Thu thập		1	0	0		
Đùi chó	2	0	157	1	456	999												\image\item\usable\edib_001a1.spr	\image\item\usable\edib_001a0.spr	Đùi sau của chó, mỡ dầy nhiều thịt.		Thu thập		1	0	0		
Răng chó	2	0	158	1	256	999												\image\item\other\coll_003a1.spr	\image\item\other\coll_003a0.spr	Răng cửa của chó, chắc chắn và nhọn.		Thu thập		1	0	0		
Hiệu bài Gia đinh	2	0	159	1	456	999												\image\item\other\coll_066a1.spr	\image\item\other\coll_066a0.spr	Số hiệu của gia đinh trong Tàng Kiếm sơn trang dùng xác nhận thân phận.		Thu thập		1	0	0		
Giấy bán thân	2	0	160	1	666	999												\image\item\other\secr_013a1.spr	\image\item\other\secr_013a0.spr	Giấy bán thân của gia đinh Tàng Kiếm sơn trang ghi rõ lý do và kỳ hạn bán thân có dấu tay xác nhận của hai phía chủ tớ.		Thu thập		1	0	0		
Đuốc	2	0	161	1	256	999												\image\item\other\coll_125a1.spr	\image\item\other\coll_125a0.spr	Đuốc từ nhựa thông dùng thắp sáng.		Thu thập		1	0	0		
Mông Hán dược	2	0	162	1	256	999												\image\item\usable\heal_027a1.spr	\image\item\usable\heal_027a0.spr	Bột thuốc khiến hôn mê tạm thời, cần thiết khi hành tẩu giang hồ.		Thu thập		1	0	0		
Giáo đầu thư	2	0	163	1	456	999												\image\item\other\secr_013a1.spr	\image\item\other\secr_013a0.spr	Thư mời của Tổng giáo đầu Tàng Kiếm sơn trang, có thư này mới được ra vào sơn trang đại viện.		Thu thập		1	0	0		
Quỷ Đầu đại đao	2	0	164	1	666	999												\image\item\other\coll_075a1.spr	\image\item\other\coll_075a0.spr	Binh khí sắt bén, hiệp khách hành thường sử dụng.		Thu thập		1	0	0		
Chổi quét	2	0	165	1	256	999												\image\item\other\coll_126a1.spr	\image\item\other\coll_126a0.spr	Dụng cụ quét nhà thông thường được làm từ bông cao lương.		Thu thập		1	0	0		
Lồng đèn lưu ly	2	0	166	1	666	999												\image\item\other\coll_127a1.spr	\image\item\other\coll_127a0.spr	Lồng đèn sáng rực, có thể chống được nước mưa.		Thu thập		1	0	0		
Chìa khóa cũ	2	0	167	1	456	999												\image\item\other\coll_128a1.spr	\image\item\other\coll_128a0.spr	Chìa khóa cũ kỹ không thể sử dụng.		Thu thập		1	0	0		
Hộp gấm	2	0	168	1	5000	999												\image\item\other\coll_057a1.spr	\image\item\other\coll_057a0.spr	Bên trong chứa nhiều gấm đẹp và báu vật quý hiếm.		Thu thập	\script\item\jinhe.lua	1	0	0		
Tẩu đồng	2	0	169	1	2000	999												\image\item\other\quest_012a1.spr	\image\item\other\quest_012a0.spr	Dài hơn 1 mét, là loại kỳ môn binh khí.		Thu thập		1	0	0		
Đá lửa	2	0	170	1	1000	999												\image\item\other\secr_029a1.spr	\image\item\other\secr_029a0.spr	Đá lửa thường gặp được gói trong vải dầu.		Thu thập		1	0	0		
Thiết Kỳ	2	0	171	1	1000	999												\image\item\other\coll_129a1.spr	\image\item\other\coll_129a0.spr	Cờ bằng sắt có hai mặt trắng đen.		Thu thập		1	0	0		
Bàn Thiết Kỳ	2	0	172	1	2000	999												\image\item\other\coll_130a1.spr	\image\item\other\coll_130a0.spr	Bàn cờ sắt màu đen tuyền làm từ sắt nam châm.		Thu thập		1	0	0		
Dịch Lý Chỉ Quy	2	0	173	1	5000	999												\image\item\other\coll_105a1.spr	\image\item\other\coll_105a0.spr	Cổ Kỳ Phổ ghi chép cách đánh cờ vây.		Thu thập		1	0	0		
Khăn gấm	2	0	174	1	1000	999												\image\item\other\coll_131a1.spr	\image\item\other\coll_131a0.spr	Các tiểu thư thường dùng.		Thu thập		1	0	0		
 Roi da	2	0	175	1	2000	999												\image\item\other\coll_132a1.spr	\image\item\other\coll_132a0.spr	Đại tiểu thư trong Tàng Kiếm sơn trang luôn mang theo bên mình, dùng để đánh nô bộc.		Thu thập		1	0	0		
Son môi	2	0	176	1	5000	999												\image\item\other\coll_133a1.spr	\image\item\other\coll_133a0.spr	Mỹ phẩm của các thiếu nữ.		Thu thập		1	0	0		
Tiểu Tàng Kiếm	2	0	177	1	356	999												\image\item\other\coll_030a1.spr	\image\item\other\coll_030a0.spr	Xác nhận thân phận đệ tử của Tàng Kiếm sơn trang.		Thu thập		1	0	0		
Trang Chủ Bảo Huấn	2	0	178	1	556	999												\image\item\other\coll_105a1.spr	\image\item\other\coll_105a0.spr	Lời giáo huấn của trang chủ nhiều đời trong Tàng Kiếm sơn trang.		Thu thập		1	0	0		
Mê Hồn Hương	2	0	179	1	756	999												\image\item\other\coll_140a1.spr	\image\item\other\coll_140a0.spr	Người hít phải sẽ bị mê muội, khó thoát khỏi ái tình!		Thu thập		1	0	0		
Liên Hoàn Quyết	2	0	180	1	356	999												\image\item\other\coll_105a1.spr	\image\item\other\coll_105a0.spr	Bí kiếp trận pháp Liên Hoàn ổ.		Thu thập		1	0	0		
Khu Văn hương	2	0	181	1	556	999												\image\item\other\coll_140a1.spr	\image\item\other\coll_140a0.spr	Nhang thường dùng để đuổi muỗi.		Thu thập		1	0	0		
Bình An Tỏa	2	0	182	1	756	999												\image\item\other\coll_134a1.spr	\image\item\other\coll_134a0.spr	Khóa đồng có khắc tên chủ nhân.		Thu thập		1	0	0		
Bản đồ sơn trang	2	0	183	1	1000	999												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	Vẽ địa hình của Tàng Kiếm sơn trang.		Thu thập		1	0	0		
Tàng Kiếm Thiết Bài	2	0	184	1	5000	999												\image\item\other\skius_002a1.spr	\image\item\other\skius_002a0.spr	Lệnh bài Tàng Kiếm sơn trang, chỉ trang chủ và vài tổng quản mới có.		Thu thập		1	0	0		
Tín Tiễn	2	0	185	1	2000	999												\image\item\other\coll_135a1.spr	\image\item\other\coll_135a0.spr	Mũi tên có thuốc nổ được giang hồ dùng làm công cụ liên lạc với đồng môn.		Thu thập		1	0	0		
Càn Khôn kính	2	0	186	1	666	999												\image\item\other\coll_027a1.spr	\image\item\other\coll_027a0.spr	Kính đồng sau lưng có vẽ Bát quái đồ.		Thu thập		1	0	0		
Ngọc Như ý	2	0	187	1	5000	999												\image\item\other\coll_039a1.spr	\image\item\other\coll_039a0.spr	Ngọc Như ý màu trắng sang trọng, chỉ người giàu mới có.		Thu thập		1	0	0		
Quạt giấy	2	0	188	1	97	999												\image\item\other\coll_136a1.spr	\image\item\other\coll_136a0.spr	Quạt giấy của các văn sĩ thường dùng.		Thu thập		1	0	0		
Quế Hoa Tửu	2	0	189	1	888	999												\image\item\usable\food_012a1.spr	\image\item\usable\food_012a0.spr	Mật phẩm của Tàng Kiếm sơn trang, uống vào giúp tăng cường công lực.		Thu thập	\script\item\guahuajiu.lua	1	0	0		
Thái Bạch Chân Tích	2	0	190	1	566	999												\image\item\other\coll_137a1.spr	\image\item\other\coll_137a0.spr	Kỳ trân dị bảo, thiên hạ chỉ có một		Thu thập		1	0	0		
Giấy dầu	2	0	191	1	97	999												\image\item\other\spec_004a1.spr	\image\item\other\spec_004a0.spr	Chống thấm nước, dùng gói đồ vật quan trọng.		Thu thập		1	0	0		
Bút lông Tùng sơn	2	0	192	1	356	999												\image\item\other\coll_138a1.spr	\image\item\other\coll_138a0.spr	Bút lông nổi tiếng khắp thiên hạ, được các Thư pháp gia rất yêu thích.		Thu thập		1	0	0		
Kềm gắp than	2	0	193	1	97	999												\image\item\other\coll_047a1.spr	\image\item\other\coll_047a0.spr	Dụng cụ dùng gắp các mảnh sắt khi đúc kiếm.		Thu thập		1	0	0		
Thiết Chùy	2	0	194	1	97	999												\image\item\cloth\tool_003a1.spr	\image\item\cloth\tool_003a0.spr	Dụng cụ đúc kiếm.		Thu thập		1	0	0		
Khẩn Thân Dạ Hành y	2	0	195	1	97	999												\image\item\other\coll_139a1.spr	\image\item\other\coll_139a0.spr	Trang phục đặc trưng của thích khách.		Thu thập		1	0	0		
Dây bay	2	0	196	1	356	999												\image\item\other\coll_089a1.spr	\image\item\other\coll_089a0.spr	Dụng cụ cần thiết của các thích khách.		Thu thập		1	0	0		
Tích Lịch Lôi Châu	2	0	197	1	566	999												\image\item\other\secr_019a1.spr	\image\item\other\secr_019a0.spr	ám khí thường gặp trong giang hồ, khi nổ khói bay mù mịt được các thích khách rất ưa dùng.		Thu thập		1	0	0		
Tàng Kim Long kiếm	2	0	198	1	0	1												\image\item\other\quest_015a1.spr	\image\item\other\quest_015a0.spr	Một trong những thanh kiếm nổi tiếng của Tàng Kiếm sơn trang.		Nhiệm vụ	\script\item\cangjianjinjian.lua	1	2	1		
Tàng Đào Mộc kiếm	2	0	199	1	0	1												\image\item\other\quest_016a1.spr	\image\item\other\quest_016a0.spr	Một trong những thanh kiếm nổi tiếng của Tàng Kiếm sơn trang.		Nhiệm vụ	\script\item\cangjianmujian.lua	1	2	1		
Tàng Bích Thủy kiếm	2	0	200	1	0	1												\image\item\other\quest_017a1.spr	\image\item\other\quest_017a0.spr	Một trong những thanh kiếm nổi tiếng của Tàng Kiếm sơn trang.		Nhiệm vụ	\script\item\cangjianshuijian.lua	1	2	1		
Tàng Hỏa Vân kiếm	2	0	201	1	0	1												\image\item\other\quest_018a1.spr	\image\item\other\quest_018a0.spr	Một trong những thanh kiếm nổi tiếng của Tàng Kiếm sơn trang.		Nhiệm vụ	\script\item\cangjianhuojian.lua	1	2	1		
Tàng Thổ kiếm	2	0	202	1	0	1												\image\item\other\quest_019a1.spr	\image\item\other\quest_019a0.spr	Một trong những thanh kiếm nổi tiếng của Tàng Kiếm sơn trang.		Nhiệm vụ	\script\item\cangjiantujian.lua	1	2	1		
Tàng Du Long kiếm	2	0	203	1	0	1												\image\item\other\quest_020a1.spr	\image\item\other\quest_020a0.spr	Thanh kiếm nổi tiếng được nội viện tổng quản trông coi.		Nhiệm vụ		1	2	1		
Hổ Cốt Mân Sơn đơn	2	0	204	1	0	1												\image\item\usable\heal_006a1.spr	\image\item\usable\heal_006a0.spr	Linh đơn diệu dược do Tử Hạc Chân Nhân bào chế.		Nhiệm vụ		1	2	0		
Thiếu Lâm lệnh bài	2	0	205	1	0	999												\image\item\other\skius_008a1.spr	\image\item\other\skius_008a0.spr	Lệnh bài ra vào mật thất Thiếu Lâm.		Nhiệm vụ		1	0	0		
Võ Đang lệnh bài	2	0	206	1	0	999												\image\item\other\skius_008a1.spr	\image\item\other\skius_008a0.spr	Lệnh bài ra vào mật thất Võ Đang.		Nhiệm vụ		1	0	0		
Nga My lệnh	2	0	207	1	0	999												\image\item\other\skius_008a1.spr	\image\item\other\skius_008a0.spr	Lệnh bài ra vào mật thất Nga My.		Nhiệm vụ		1	0	0		
Cái Bang lệnh bài	2	0	208	1	0	999												\image\item\other\skius_008a1.spr	\image\item\other\skius_008a0.spr	Lệnh bài ra vào mật thất Cái Bang.		Nhiệm vụ		1	0	0		
Đường Môn lệnh bài	2	0	209	1	0	999												\image\item\other\skius_008a1.spr	\image\item\other\skius_008a0.spr	Lệnh bài ra vào mật thất Đường Môn.		Nhiệm vụ		1	0	0		
Phá Chú thủy	2	0	210	1	0	3												\image\item\usable\heal_022a1.spr	\image\item\usable\heal_022a0.spr	Mật dược do Tử Hạc Chân Nhân bào chế, có thể khắc chế tà pháp của Tây Hạ.		Nhiệm vụ		1	2	0		
Thiên Linh Phá Tà Châu	2	0	211	1	0	1												\image\item\other\coll_045a1.spr	\image\item\other\coll_045a0.spr	Mật dược do Tử Hạc Chân Nhân bào chế, có thể khắc chế tà pháp của Tây Hạ.		Nhiệm vụ		1	2	0		
Chìa khóa tiệm tạp hóa	2	0	212	1	0	1												\image\item\other\quest_021a1.spr	\image\item\other\quest_021a0.spr	Xác nhận thân phận chủ tiệm.		Nhiệm vụ		1	3	1		
Pháo tiểu	2	0	213	1	0	1												\image\item\other\quest_022a1.spr	\image\item\other\quest_022a0.spr	Chỉ sử dụng trong các tiệm tạp hóa.		Nhiệm vụ		1	0	0		
Pháo	2	0	214	1	0	1												\image\item\other\quest_023a1.spr	\image\item\other\quest_023a0.spr	Chỉ sử dụng trong các tiệm tạp hóa.		Nhiệm vụ		1	0	0		
Trứng gà	2	0	215	1	0	1												\image\item\other\quest_024a1.spr	\image\item\other\quest_024a0.spr	Chỉ sử dụng trong các tiệm tạp hóa.		Nhiệm vụ		1	0	0		
Giấy niêm phong	2	0	216	1	0	1												\image\item\other\quest_025a1.spr	\image\item\other\quest_025a0.spr	Chỉ sử dụng trong các tiệm tạp hóa.		Nhiệm vụ		1	0	0		
Thái Thú thủ dụ	2	0	217	1	0	1												\image\item\other\quest_026a1.spr	\image\item\other\quest_026a0.spr	Chỉ sử dụng trong các tiệm tạp hóa.		Nhiệm vụ		1	0	0		
Thẻ tu bị vứt bỏ	2	0	218	1	0	1												\image\item\other\quest_027a1.spr	\image\item\other\quest_027a0.spr	Chỉ sử dụng trong các tiệm tạp hóa.		Nhiệm vụ		1	0	0		
Sổ sách	2	0	219	1	0	1												\image\item\other\quest_028a1.spr	\image\item\other\quest_028a0.spr	Chỉ sử dụng trong các tiệm tạp hóa.		Nhiệm vụ		1	0	0		
Nhãn	2	0	220	1	0	1												\image\item\other\quest_029a1.spr	\image\item\other\quest_029a0.spr	Chỉ sử dụng trong các tiệm tạp hóa.		Nhiệm vụ		1	0	0		
Môn thần họa tượng	2	0	221	1	0	1												\image\item\other\quest_030a1.spr	\image\item\other\quest_030a0.spr	Chỉ sử dụng trong các tiệm tạp hóa.		Nhiệm vụ		1	0	0		
Kính đồng	2	0	222	1	0	1												\image\item\other\quest_031a1.spr	\image\item\other\quest_031a0.spr	Chỉ sử dụng trong các tiệm tạp hóa.		Nhiệm vụ		1	0	0		
Môn thần họa tượng cũ	2	0	223	1	0	1												\image\item\other\quest_032a1.spr	\image\item\other\quest_032a0.spr	Chỉ sử dụng trong các tiệm tạp hóa.		Nhiệm vụ		1	0	0		
Mật tín	2	0	224	1	0	1												\image\item\other\quest_033a1.spr	\image\item\other\quest_033a0.spr	Chỉ sử dụng trong các tiệm tạp hóa.		Nhiệm vụ		1	0	0		
Vé số	2	0	225	1	0	1												\image\item\other\quest_038a1.spr	\image\item\other\quest_038a0.spr	Sử dụng có thể nhận được điểm kinh nghiệm nhất định		Nhiệm vụ	\script\item\jiangquan.lua	1	0	0		
Phi Tuyết Liên Thiên	2	0	226	1	0	9														Do Đường Vân chế tạo.		Nhiệm vụ		1	2	0		
Thanh Tâm giải độc tán	2	0	227	1	0	9														Dược phẩm do Đường Xuân bào chế.		Nhiệm vụ		1	2	0		
Hỏa khí kiểu mới	2	0	228	1	0	1														Hỏa khí do Đường Ngạo mới chế tạo, uy lực cực lớn.		Nhiệm vụ		1	2	0		
Phi Hỏa Lưu Tinh Vũ	2	0	229	1	0	1														Hỏa khí do Đường Ngạo mới chế tạo, uy lực cực lớn.		Nhiệm vụ		1	2	0		
Hoa Cái Truy Hồn Tản	2	0	230	1	0	1														ám khí do Đường Kỵ mới chế tạo, uy lực cực lớn.		Nhiệm vụ		1	2	0		
Bách Bảo Nang	2	0	231	1	0	1														Bao thuốc do Đường Xuân đặc chế, rất công hiệu.		Nhiệm vụ		1	2	0		
Bách Bảo Nang	2	0	232	1	0	9														Bao thuốc do Đường Xuân đặc chế, rất công hiệu.		Nhiệm vụ		1	2	0		
Băng Tâm Tán	2	0	233	1	0	1														Thuốc giải do Đường Xuân đặc chế, có thể ngăn chặn độc tính lan tỏa.		Nhiệm vụ		1	2	0		
